DEPTH,RHOB,DT,GR,AI,AI_REL,PHIE,MD,VP
1117.2001,2108.8281,432.4706,34.7405,4876237.5,-330387.125,0.3383,1117.2001,13175216.829
1117.3501,2096.2742,434.0406,34.2051,4829740.0,-330387.125,0.3461,1117.3501,13223046.878999999
1117.5,2088.564,437.8302,33.3557,4770378.0,-330387.125,0.3509,1117.5,13338497.043
1117.65,2099.1882,441.5907,33.0971,4753697.5,-330387.125,0.3442,1117.65,13453060.6755
1117.8,2113.9829,441.8124,33.0971,4784823.0,-330387.125,0.335,1117.8,13459814.766
1117.9501,2128.8755,439.7047,33.8554,4841683.0,-330387.125,0.3257,1117.9501,13395603.6855
1118.1001,2136.8694,438.0563,36.0987,4878085.5,-330387.125,0.3207,1118.1001,13345385.1795
1118.25,2129.5955,438.2444,39.0511,4859399.0,-330387.125,0.3253,1118.25,13351115.646
1118.4,2127.2688,441.463,40.446,4818778.0,-330387.125,0.3267,1118.4,13449170.295
1118.55,2136.553,443.8741,40.6196,4813411.0,-330387.125,0.3209,1118.55,13522624.4565
1118.7001,2140.8394,443.9866,40.6196,4821857.0,-330387.125,0.3182,1118.7001,13526051.769
1118.8501,2129.1206,441.6564,39.5062,4820753.5,-330387.125,0.3255,1118.8501,13455062.226
1119.0,2121.5403,438.0605,38.5421,4843119.5,-330387.125,0.3303,1119.0,13345513.1325
1119.15,2122.3533,436.7945,38.4028,4858930.5,-330387.125,0.3298,1119.15,13306944.4425
1119.3,2117.249,437.6495,38.4028,4837794.5,-330387.125,0.333,1119.3,13332992.0175
1119.4501,2115.3162,437.1541,38.4028,4838871.5,-330387.125,0.3342,1119.4501,13317899.6565
1119.6001,2117.2903,433.9781,37.9826,4878916.0,-330387.125,0.333,1119.6001,13221142.816499999
1119.75,2112.8992,430.5829,36.4032,4907081.5,-330387.125,0.3357,1119.75,13117708.0485
1119.9,2110.8943,430.0713,34.7569,4908250.5,-329814.7188,0.3369,1119.9,13102122.1545
1120.05,2112.5469,433.1688,34.2977,4877128.0,-327612.3438,0.3359,1120.05,13196487.491999999
1120.2001,2118.647,436.8672,34.2977,4849623.5,-325723.0,0.3321,1120.2001,13309159.248000002
1120.3501,2129.4067,438.2273,34.2977,4859136.0,-325723.0,0.3253,1120.3501,13350594.694500001
1120.5,2129.8943,438.2606,34.7277,4859878.5,-325723.0,0.325,1120.5,13351609.179
1120.65,2124.8398,436.6823,35.5365,4865929.0,-325723.0,0.3282,1120.65,13303526.2695
1120.8,2120.8086,434.141,35.9981,4885069.0,-325723.0,0.3307,1120.8,13226105.565000001
1120.9501,2118.9941,433.6694,37.1006,4886196.5,-325723.0,0.3319,1120.9501,13211738.271
1121.1001,2114.1826,434.7512,38.5192,4863030.5,-325723.0,0.3349,1121.1001,13244695.308
1121.25,2096.3652,438.809,38.5192,4777953.5,-325723.0,0.3461,1121.25,13368316.185
1121.4,2088.177,446.5601,38.3133,4676295.0,-325723.0,0.3512,1121.4,13604453.4465
1121.55,2091.5083,450.3016,37.7163,4644663.0,-325723.0,0.3491,1121.55,13718438.244
1121.7001,2110.7053,450.0829,37.3661,4689666.5,-325723.0,0.3371,1121.7001,13711775.5485
1121.8501,2114.5522,445.7168,37.3661,4744387.5,-325723.0,0.3347,1121.8501,13578762.311999999
1122.0,2107.9314,438.2139,37.5163,4810499.5,-325723.0,0.3388,1122.0,13350186.4635
1122.15,2101.7507,431.9255,38.0938,4866018.0,-325723.0,0.3426,1122.15,13158610.3575
1122.3,2109.9292,430.6583,38.7463,4899333.0,-325723.0,0.3375,1122.3,13120005.1095
1122.4501,2129.5818,429.9593,40.0145,4952985.0,-325723.0,0.3253,1122.4501,13098710.0745
1122.6001,2140.5901,430.3911,41.3693,4973593.0,-325723.0,0.3184,1122.6001,13111864.8615
1122.75,2150.0852,431.7065,41.9442,4980460.0,-325723.0,0.3125,1122.75,13151938.5225
1122.9,2159.2527,429.1842,41.9442,5031226.5,-325723.0,0.3067,1122.9,13075096.652999999
1123.05,2174.2935,424.8493,41.7884,5117800.5,-325723.0,0.2973,1123.05,12943033.924500002
1123.2001,2168.4939,425.4331,40.4593,5097169.0,-325723.0,0.301,1123.2001,12960819.3915
1123.3501,2128.6011,426.8264,38.1403,4987190.5,-325723.0,0.3258,1123.3501,13003266.275999999
1123.5,2107.6819,432.1783,38.1403,4876911.0,-325723.0,0.339,1123.5,13166311.9095
1123.65,2116.7017,436.4141,38.2401,4850221.5,-325723.0,0.3333,1123.65,13295355.5565
1123.8,2140.2517,435.597,39.5101,4913385.5,-325723.0,0.3186,1123.8,13270462.604999999
1123.9501,2152.4055,434.0101,39.6247,4959338.5,-325723.0,0.311,1123.9501,13222117.696500001
1124.1001,2126.0771,432.7662,39.6247,4912764.0,-325723.0,0.3274,1124.1001,13184222.283000002
1124.25,2107.6638,433.4153,39.6077,4862922.0,-325414.6875,0.3389,1124.25,13203997.1145
1124.4,2102.0999,436.8655,37.0108,4811778.5,-278395.2812,0.3424,1124.4,13309107.4575
1124.55,2094.9468,440.1788,34.6206,4759312.0,-268045.9688,0.3469,1124.55,13410047.142
1124.7001,2073.5703,443.7298,33.388,4673065.0,-267978.1562,0.3602,1124.7001,13518228.357
1124.8501,2075.5923,446.6976,33.3555,4646533.0,-267978.1562,0.359,1124.8501,13608642.384000001
1125.0,2095.9673,448.2679,33.1255,4675696.5,-267978.1562,0.3463,1125.0,13656481.5735
1125.15,2093.8564,449.7569,33.1126,4655535.5,-267978.1562,0.3475,1125.15,13701843.9585
1125.3,2095.5188,447.0252,33.5784,4687718.0,-267978.1562,0.3465,1125.3,13618622.718
1125.4501,2111.96,443.7296,34.7354,4759621.0,-267978.1562,0.3363,1125.4501,13518222.264
1125.6001,2126.4895,439.0459,34.8991,4843534.5,-267978.1562,0.3272,1125.6001,13375533.343500001
1125.75,2132.3628,431.143,37.1826,4946076.5,-267978.1562,0.3235,1125.75,13134771.495
1125.9,2127.5791,428.7833,37.5809,4961899.5,-267978.1562,0.3265,1125.9,13062883.2345
1126.05,2140.9312,426.9824,38.0939,5014135.0,-267978.1562,0.3182,1126.05,13008018.816
1126.2001,2149.4146,430.4448,39.4293,4993534.5,-267978.1562,0.3129,1126.2001,13113500.832
1126.3501,2141.2524,435.826,40.1272,4913278.5,-267978.1562,0.3179,1126.3501,13277439.09
1126.5,2147.9558,438.3951,40.2893,4899584.5,-267978.1562,0.3138,1126.5,13355706.7215
1126.65,2155.5352,439.9434,40.3052,4899575.5,-267978.1562,0.3091,1126.65,13402875.681
1126.8,2140.5991,443.8717,40.3052,4822764.0,-267978.1562,0.3183,1126.8,13522551.340499999
1126.9501,2121.1819,444.8596,37.9643,4768201.0,-267978.1562,0.3305,1126.9501,13552647.714
1127.1001,2097.8611,446.818,35.3845,4695222.0,-267978.1562,0.3451,1127.1001,13612310.37
1127.25,2096.9495,447.2427,34.5348,4688622.5,-267978.1562,0.3457,1127.25,13625248.8555
1127.4,2093.8689,442.0984,34.1639,4736415.0,-267978.1562,0.3476,1127.4,13468527.756000001
1127.55,2092.9844,440.2459,34.0287,4754126.0,-267978.1562,0.3481,1127.55,13412091.3435
1127.7001,2098.8962,441.8625,33.3634,4750118.5,-267978.1562,0.3445,1127.7001,13461341.0625
1127.8501,2101.2798,444.219,33.0105,4730315.0,-267978.1562,0.343,1127.8501,13533131.834999999
1128.0,2107.3701,446.7142,33.0105,4717496.5,-267978.1562,0.3391,1128.0,13609148.103
1128.15,2104.6658,446.7982,34.0982,4710545.0,-267978.1562,0.3408,1128.15,13611707.163
1128.3,2113.1345,444.4682,34.8446,4754428.0,-267978.1562,0.3355,1128.3,13540723.713000001
1128.4501,2121.3411,440.6339,35.251,4814415.5,-267978.1562,0.3304,1128.4501,13423911.7635
1128.6001,2124.3076,434.7733,35.6604,4886375.0,-202365.0781,0.3285,1128.6001,13245368.5845
1128.75,2131.2778,428.6171,36.352,4972726.5,-128094.7031,0.3242,1128.75,13057819.9515
1128.9,2138.4272,423.8844,37.6015,5044994.0,-109191.9609,0.3197,1128.9,12913638.246000001
1129.05,2152.4846,421.9555,38.7631,5101211.0,-109191.9609,0.311,1129.05,12854874.3075
1129.2001,2162.3062,424.7196,39.2155,5091361.5,-109191.9609,0.3048,1129.2001,12939082.614
1129.3501,2156.5103,431.0362,39.2155,5003550.5,-109191.9609,0.3084,1129.3501,13131517.833
1129.5,2134.3752,438.2846,39.2155,4870521.5,-109191.9609,0.3223,1129.5,13352340.339
1129.65,2108.6313,442.937,39.2155,4760613.0,-109191.9609,0.3384,1129.65,13494075.705
1129.8,2101.5178,443.444,39.6394,4739090.5,-109191.9609,0.3428,1129.8,13509521.46
1129.9501,2105.9436,441.1432,40.4502,4773981.5,-109191.9609,0.3401,1129.9501,13439427.588
1130.1001,2114.324,437.8112,41.1305,4829356.0,-109191.9609,0.3348,1130.1001,13337918.207999999
1130.25,2130.0164,436.9287,42.4348,4874960.5,-109191.9609,0.325,1130.25,13311032.8455
1130.4,2156.741,437.1041,44.483,4934184.0,-109191.9609,0.3083,1130.4,13316376.4065
1130.55,2179.1797,438.5929,46.1318,4968743.5,-109191.9609,0.2943,1130.55,13361732.6985
1130.7001,2168.8596,442.686,47.2967,4899414.0,-109191.9609,0.3007,1130.7001,13486428.99
1130.8501,2157.114,447.0442,48.3627,4825525.0,-109191.9609,0.308,1130.8501,13619201.553
1131.0,2181.1108,455.2181,49.6478,4791307.5,-109191.9609,0.293,1131.0,13868219.4165
1131.15,2216.1174,458.6482,52.8174,4832094.0,-109191.9609,0.2712,1131.15,13972717.412999999
1131.3,2239.6226,448.8898,55.2669,4992234.0,-109191.9609,0.2565,1131.3,13675427.757
1131.4501,2257.3464,427.4639,56.5529,5283348.0,-109191.9609,0.2454,1131.4501,13022687.7135
1131.6001,2270.7317,408.9655,61.1267,5553885.0,-109191.9609,0.237,1131.6001,12459133.957500001
1131.75,2283.1096,397.143,65.0027,5748964.5,-109191.9609,0.2293,1131.75,12098961.495
1131.9,2278.072,393.957,65.3702,5782620.0,-109191.9609,0.2325,1131.9,12001900.004999999
1132.05,2277.0986,397.5838,66.8082,5727440.0,-109191.9609,0.2331,1132.05,12112390.467
1132.2001,2267.605,400.3458,67.4574,5664118.0,-109191.9609,0.239,1132.2001,12196534.797
1132.3501,2268.6697,400.9105,67.7494,5658793.5,-109191.9609,0.2383,1132.3501,12213738.3825
1132.5,2265.2764,399.7694,69.4243,5666452.0,-109191.9609,0.2405,1132.5,12178974.771
1132.65,2282.9646,400.1526,70.2688,5705250.0,-109191.9609,0.2294,1132.65,12190648.959
1132.8,2263.4048,400.972,70.2688,5644785.5,-109191.9609,0.2416,1132.8,12215611.979999999
1132.9501,2278.6538,402.8815,70.3108,5655974.5,-99486.75,0.2321,1132.9501,12273784.8975
1133.1001,2275.4612,408.001,70.8242,5577211.0,-918.7881,0.2341,1133.1001,12429750.465
1133.25,2275.6572,414.6626,72.0444,5488019.0,51060.8828,0.2339,1133.25,12632696.109
1133.4,2253.0967,417.5816,72.0444,5395583.0,51060.8828,0.2481,1133.4,12721623.444
1133.55,2261.4204,418.6964,72.0444,5401098.5,51060.8828,0.2429,1133.55,12755585.826
1133.7001,2270.7773,418.3795,72.0415,5427554.0,51060.8828,0.2371,1133.7001,12745931.4675
1133.8501,2276.2993,417.746,71.8302,5449003.5,51060.8828,0.2336,1133.8501,12726631.889999999
1134.0,2275.3,416.0168,71.1443,5469251.5,51060.8828,0.2342,1134.0,12673951.811999999
1134.15,2283.5906,414.0363,70.5358,5515439.0,51060.8828,0.229,1134.15,12613615.8795
1134.3,2264.0774,412.8297,70.5278,5484285.0,51060.8828,0.2412,1134.3,12576856.8105
1134.4501,2269.0264,407.77,70.5278,5564525.0,51060.8828,0.2381,1134.4501,12422713.049999999
1134.6001,2285.2732,403.8371,72.2067,5658957.0,51060.8828,0.2279,1134.6001,12302897.251500001
1134.75,2282.9031,404.8311,72.5601,5639156.5,51060.8828,0.2294,1134.75,12333179.4615
1134.9,2264.3809,407.6143,72.5805,5555259.5,51060.8828,0.241,1134.9,12417969.649500001
1135.05,2238.6426,413.8918,72.3541,5409016.5,51060.8828,0.2571,1135.05,12609213.686999999
1135.2001,2241.8921,422.8698,72.1467,5301863.5,51060.8828,0.2551,1135.2001,12882728.457
1135.3501,2253.896,435.4102,69.1101,5176990.5,51060.8828,0.2476,1135.3501,13264771.742999999
1135.5,2254.9597,437.1041,66.2073,5158862.0,51060.8828,0.2469,1135.5,13316376.4065
1135.65,2253.7253,431.953,63.1825,5217670.0,51060.8828,0.2477,1135.65,13159448.145
1135.8,2243.4912,425.6989,61.871,5270254.0,51060.8828,0.2541,1135.8,12968916.988499999
1135.9501,2223.0913,421.6884,60.1015,5271869.0,51060.8828,0.2668,1135.9501,12846737.106
1136.1001,2218.7095,425.3899,58.5681,5215871.5,51060.8828,0.2695,1136.1001,12959503.3035
1136.25,2226.2539,433.4652,58.2405,5136260.0,51060.8828,0.2649,1136.25,13205517.318
1136.4,2227.2556,440.3332,57.9916,5058324.5,51060.8828,0.2642,1136.4,13414750.938
1136.55,2237.6992,441.8173,57.7571,5064764.0,51060.8828,0.2577,1136.55,13459964.044499999
1136.7001,2245.5107,440.4072,57.8481,5098745.0,51060.8828,0.2528,1136.7001,13417005.348
1136.8501,2234.854,440.325,58.5728,5075481.0,51060.8828,0.2595,1136.8501,13414501.125
1137.0,2219.7649,442.1745,58.9061,5020181.5,51060.8828,0.2689,1137.0,13470846.1425
1137.15,2225.1292,444.2466,59.1505,5008758.5,51060.8828,0.2655,1137.15,13533972.669
1137.3,2219.2971,443.8462,59.2635,5000133.0,51060.8828,0.2692,1137.3,13521774.483000001
1137.4501,2224.3655,442.2469,59.2635,5029740.0,53361.0273,0.2661,1137.4501,13473051.8085
1137.6001,2234.1357,441.1841,58.1631,5063962.5,56730.2344,0.26,1137.6001,13440673.6065
1137.75,2229.1582,442.5104,57.4699,5037612.5,58015.6953,0.263,1137.75,13481079.336000001
1137.9,2217.8296,443.5138,57.4699,5000586.5,58015.6953,0.2701,1137.9,13511647.917
1138.05,2225.1663,442.4963,58.3702,5028730.0,58015.6953,0.2655,1138.05,13480649.7795
1138.2001,2230.6428,438.4641,59.0573,5087582.5,58015.6953,0.2621,1138.2001,13357808.806499999
1138.3501,2217.6118,435.0527,59.0573,5097318.5,58015.6953,0.2702,1138.3501,13253880.5055
1138.5,2204.325,434.8611,58.0701,5069048.5,58015.6953,0.2785,1138.5,13248043.411500001
1138.65,2206.8914,436.3866,57.1602,5057186.5,58015.6953,0.2769,1138.65,13294517.769
1138.8,2211.7456,440.7442,57.1602,5018532.0,58015.6953,0.2739,1138.8,13427272.053
1138.9501,2204.1279,444.7211,57.1602,4956225.5,58015.6953,0.2787,1138.9501,13548428.3115
1139.1001,2206.7712,445.5134,57.1602,4953310.0,58015.6953,0.277,1139.1001,13572565.731
1139.25,2213.7468,445.7815,55.0309,4965990.5,58015.6953,0.2727,1139.25,13580733.397499999
1139.4,2214.1001,445.3712,51.6903,4971379.0,58015.6953,0.2724,1139.4,13568233.608
1139.55,2224.3479,443.2909,50.499,5017929.5,58015.6953,0.266,1139.55,13504857.2685
1139.7001,2225.822,437.6477,50.0107,5086270.5,58015.6953,0.2651,1139.7001,13332937.180499999
1139.8501,2227.0522,427.2279,50.0107,5214371.0,58015.6953,0.2643,1139.8501,13015497.973499998
1140.0,2234.7761,414.3402,50.1098,5394494.0,58015.6953,0.2595,1140.0,12622874.193
1140.15,2230.6243,403.4622,50.2859,5529417.5,58015.6953,0.2621,1140.15,12291475.923
1140.3,2222.3208,396.4003,50.2859,5606242.5,58015.6953,0.2673,1140.3,12076335.1395
1140.4501,2217.1086,395.8819,50.2264,5600418.0,58015.6953,0.2706,1140.4501,12060542.0835
1140.6001,2230.4709,397.1996,49.8778,5615479.5,58015.6953,0.2622,1140.6001,12100685.814
1140.75,2237.4465,398.2242,49.1921,5618569.0,58015.6953,0.2578,1140.75,12131900.253
1140.9,2230.7476,398.8193,48.6087,5593379.5,58015.6953,0.2621,1140.9,12150029.9745
1141.05,2233.6775,399.7558,48.2934,5587620.5,58015.6953,0.2602,1141.05,12178560.447
1141.2001,2239.5154,401.4055,48.705,5579146.0,58015.6953,0.2565,1141.2001,12228818.557500001
1141.3501,2259.6587,403.8836,48.2881,5594893.0,58015.6953,0.244,1141.3501,12304313.874
1141.5,2255.3206,405.8523,47.7362,5557015.5,58015.6953,0.2467,1141.5,12364290.319500001
1141.65,2254.572,404.2864,48.0402,5576668.0,58015.6953,0.2471,1141.65,12316585.176
1141.8,2245.8154,403.8068,48.4526,5561680.5,54204.8086,0.2527,1141.8,12301974.162
1141.9501,2233.5403,407.3966,48.3746,5482779.0,23231.8711,0.2603,1141.9501,12411337.419
1142.1001,2206.5405,414.0281,47.9453,5329926.0,-42453.7305,0.2772,1142.1001,12613366.0665
1142.25,2170.1541,423.4152,47.6585,5126306.5,-42453.7305,0.2999,1142.25,12899344.068
1142.4,2179.9636,440.3576,45.1466,4950401.5,-42453.7305,0.2937,1142.4,13415494.284
1142.55,2212.6006,444.6227,41.7734,4976354.5,-42453.7305,0.2733,1142.55,13545430.5555
1142.7001,2180.3813,444.4661,41.7734,4905631.0,-42453.7305,0.2935,1142.7001,13540659.736499999
1142.8501,2185.3179,441.8579,41.8239,4945960.5,-42453.7305,0.2904,1142.8501,13461200.9235
1143.0,2209.7932,431.7309,42.748,5118511.0,-42453.7305,0.2751,1143.0,13152681.8685
1143.15,2197.7825,423.0075,43.5977,5195691.5,-42453.7305,0.2827,1143.15,12886923.487499999
1143.3,2204.1995,413.6721,44.3296,5328375.5,-42453.7305,0.2786,1143.3,12602520.5265
1143.4501,2177.0,415.3537,44.781,5241316.0,-42453.7305,0.2956,1143.4501,12653750.4705
1143.6001,2155.2427,426.6514,46.3458,5051564.5,-42453.7305,0.3092,1143.6001,12997934.901
1143.75,2168.2483,447.0034,46.3561,4850873.0,-42453.7305,0.3011,1143.75,13617958.581
1143.9,2247.5225,446.9361,45.8222,5028744.0,-42453.7305,0.2515,1143.9,13615908.2865
1144.05,2287.8323,433.9793,45.0255,5272146.5,-42453.7305,0.2264,1144.05,13221179.3745
1144.2001,2281.0029,414.2463,45.3143,5507197.5,-42453.7305,0.2307,1144.2001,12620013.5295
1144.3501,2265.1316,400.034,45.0132,5662761.5,-42453.7305,0.2405,1144.3501,12187035.81
1144.5,2250.1987,396.8759,44.0798,5669775.0,-42453.7305,0.2499,1144.5,12090824.2935
1144.65,2239.9722,396.8335,44.8616,5644616.5,-42453.7305,0.2563,1144.65,12089532.5775
1144.8,2249.1985,397.6416,45.2927,5656341.0,-42453.7305,0.2505,1144.8,12114151.343999999
1144.9501,2255.0352,399.8074,45.7131,5640320.0,-42453.7305,0.2469,1144.9501,12180132.441
1145.1001,2237.1182,404.2954,45.7804,5533584.5,-42453.7305,0.2581,1145.1001,12316859.361
1145.25,2215.6655,406.1977,45.915,5454683.5,-42453.7305,0.2715,1145.25,12374812.9305
1145.4,2212.9597,406.0774,46.1109,5449602.5,-42453.7305,0.2731,1145.4,12371147.991
1145.55,2209.9167,404.9366,46.1522,5457442.5,-42453.7305,0.275,1145.55,12336393.519
1145.7001,2196.033,403.3604,47.006,5444330.5,-42453.7305,0.2837,1145.7001,12288374.586000001
1145.8501,2196.3945,407.8959,49.8204,5384911.5,-42453.7305,0.2835,1145.8501,12426548.5935
1146.0,2216.0696,415.3153,51.9178,5336029.5,-42453.7305,0.2712,1146.0,12652580.6145
1146.15,2219.8196,418.6472,52.6281,5302389.5,-42453.7305,0.2689,1146.15,12754086.948
1146.3,2231.4275,421.1018,53.097,5299010.5,-42453.7305,0.2616,1146.3,12828866.337000001
1146.4501,2206.3462,423.3199,53.2505,5212142.0,-47654.7539,0.2773,1146.4501,12896440.7535
1146.6001,2193.4434,423.8748,53.2505,5174744.0,-53315.9883,0.2854,1146.6001,12913345.782
1146.75,2201.2239,427.2398,53.5512,5152299.5,-54908.7188,0.2805,1146.75,13015860.507
1146.9,2192.4849,431.7018,54.4475,5078913.0,-54908.7188,0.286,1146.9,13151795.337
1147.05,2204.2583,435.0492,54.8615,5066632.0,-54908.7188,0.2786,1147.05,13253773.877999999
1147.2001,2231.5854,436.0363,54.8615,5117896.0,-54908.7188,0.2615,1147.2001,13283845.8795
1147.3501,2256.0178,436.0861,54.8615,5173325.5,-54908.7188,0.2463,1147.3501,13285363.0365
1147.5,2275.1875,435.9415,54.0859,5219029.5,-54908.7188,0.2343,1147.5,13280957.797500001
1147.65,2278.6055,433.1271,51.5199,5260937.5,-54908.7188,0.2321,1147.65,13195217.101499999
1147.8,2261.0461,430.0608,49.5579,5257461.5,-54908.7188,0.2431,1147.8,13101802.272
1147.9501,2253.9617,427.0888,47.9214,5277675.0,-54908.7188,0.2475,1147.9501,13011260.292
1148.1001,2257.2659,423.6881,46.6829,5327710.0,-54908.7188,0.2455,1148.1001,12907657.966500001
1148.25,2252.6455,418.9561,46.6205,5377090.5,-54908.7188,0.2484,1148.25,12763497.5865
1148.4,2250.9722,413.4552,46.6205,5444468.0,-54908.7188,0.2494,1148.4,12595912.668
1148.55,2243.9861,408.9978,46.8612,5486596.0,-54908.7188,0.2538,1148.55,12460117.977
1148.7001,2236.6929,405.2886,48.0711,5518851.0,-54908.7188,0.2583,1148.7001,12347117.199
1148.8501,2245.3442,403.4369,50.5302,5565563.0,-54908.7188,0.2529,1148.8501,12290705.158499999
1149.0,2245.5947,404.5945,52.9218,5550458.0,-54908.7188,0.2528,1149.0,12325971.442499999
1149.15,2230.5149,410.5788,54.0792,5433442.5,-54908.7188,0.2622,1149.15,12508283.142
1149.3,2215.4065,418.8009,54.3417,5290395.0,-54908.7188,0.2717,1149.3,12758769.4185
1149.4501,2209.2622,427.2131,54.181,5172000.0,-54908.7188,0.2755,1149.4501,13015047.0915
1149.6001,2215.2971,434.7632,53.9871,5095427.0,-54908.7188,0.2717,1149.6001,13245060.888
1149.75,2221.2397,435.124,54.1389,5104920.0,-54908.7188,0.268,1149.75,13256052.66
1149.9,2232.2659,431.8177,54.1389,5169666.5,-54908.7188,0.2611,1149.9,13155326.2305
1150.05,2236.6379,428.5969,54.4988,5218517.5,-54908.7188,0.2584,1150.05,13057204.5585
1150.2001,2231.501,429.0869,56.0394,5200583.5,-54908.7188,0.2616,1150.2001,13072132.4085
1150.3501,2225.4739,430.6766,57.978,5167579.0,-54908.7188,0.2653,1150.3501,13120562.619
1150.5,2209.0356,433.5354,58.3316,5095399.0,-54908.7188,0.2756,1150.5,13207655.961
1150.65,2215.4365,433.2021,58.2147,5114116.0,-54908.7188,0.2716,1150.65,13197501.976499999
1150.8,2232.7129,432.2712,57.8422,5165090.0,-44286.375,0.2608,1150.8,13169142.108000001
1150.9501,2244.7634,431.2568,57.8123,5205147.5,7845.6304,0.2533,1150.9501,13138238.412
1151.1001,2223.3586,429.7938,57.664,5173131.0,68817.0156,0.2666,1151.1001,13093668.116999999
1151.25,2202.5757,431.6672,57.062,5102527.0,68817.0156,0.2796,1151.25,13150741.248
1151.4,2200.0969,434.2786,54.8815,5066098.0,68817.0156,0.2812,1151.4,13230297.548999999
1151.55,2199.7986,435.2564,51.5578,5054027.5,68817.0156,0.2814,1151.55,13260086.226
1151.7001,2183.4951,434.7745,48.8541,5022165.0,68817.0156,0.2916,1151.7001,13245405.1425
1151.8501,2187.7998,430.8241,45.67,5078620.0,68817.0156,0.2888,1151.8501,13125056.2065
1152.0,2195.2773,419.3666,45.67,5235060.5,68817.0156,0.2842,1152.0,12776003.469
1152.15,2199.7871,409.3103,45.6871,5374451.5,68817.0156,0.2814,1152.15,12469638.2895
1152.3,2199.1672,403.7054,45.9697,5447514.5,68817.0156,0.2818,1152.3,12298885.011
1152.4501,2209.5193,399.6425,47.1984,5528735.5,68817.0156,0.2753,1152.4501,12175108.7625
1152.6001,2230.4587,400.9728,47.2318,5562630.5,68817.0156,0.2622,1152.6001,12215636.352
1152.75,2240.6953,405.2299,48.1746,5529445.0,68817.0156,0.2558,1152.75,12345328.9035
1152.9,2247.8999,408.6791,48.1746,5500402.5,68817.0156,0.2513,1152.9,12450408.7815
1153.05,2247.2,410.6811,49.5326,5471886.5,68817.0156,0.2517,1153.05,12511399.7115
1153.2001,2252.9246,411.3235,49.5326,5477256.0,68817.0156,0.2481,1153.2001,12530970.4275
1153.3501,2264.6094,411.9106,50.2256,5497816.5,68817.0156,0.2408,1153.3501,12548856.429
1153.5,2260.2322,411.0817,50.2489,5498255.5,68817.0156,0.2437,1153.5,12523603.990500001
1153.65,2250.0139,408.3853,50.2787,5509542.0,68817.0156,0.25,1153.65,12441458.1645
1153.8,2266.5088,408.4437,50.6985,5549132.0,68817.0156,0.2397,1153.8,12443237.3205
1153.9501,2257.2036,410.1598,53.3549,5503251.0,68817.0156,0.2455,1153.9501,12495518.307
1154.1001,2257.0754,412.9597,53.6228,5465634.0,68817.0156,0.2456,1154.1001,12580817.2605
1154.25,2265.1514,415.2165,53.6228,5455354.5,68817.0156,0.2405,1154.25,12649570.6725
1154.4,2247.7783,417.2751,52.6277,5386851.5,68817.0156,0.2514,1154.4,12712285.921500001
1154.55,2254.7703,414.7092,50.1011,5437072.5,68817.0156,0.247,1154.55,12634115.778
1154.7001,2272.4072,411.1693,48.4767,5526814.5,68817.0156,0.236,1154.7001,12526272.7245
1154.8501,2261.8169,409.1918,47.9412,5527510.0,68817.0156,0.2426,1154.8501,12466028.187
1155.0,2258.9763,407.9374,47.0513,5537564.5,68817.0156,0.2444,1155.0,12427812.891
1155.15,2245.6499,407.2913,47.2766,5513613.0,68817.0156,0.2527,1155.15,12408129.454499999
1155.3,2221.105,407.8188,47.0395,5446332.5,68817.0156,0.268,1155.3,12424199.742
1155.4501,2222.219,407.6098,46.9239,5451838.0,101326.9062,0.2673,1155.4501,12417832.557
1155.6001,2214.9797,406.7128,47.2741,5446043.5,183025.5469,0.2719,1155.6001,12390505.452
1155.75,2213.157,406.677,48.3991,5442050.0,209512.625,0.2731,1155.75,12389414.805000002
1155.9,2216.7424,406.7274,50.1968,5450193.0,209512.625,0.2708,1155.9,12390950.241
1156.05,2230.6521,406.0367,50.8162,5493752.5,209512.625,0.2621,1156.05,12369908.0655
1156.2001,2233.6643,405.0894,50.8162,5514003.0,209512.625,0.2602,1156.2001,12341048.571
1156.3501,2232.782,404.0254,49.5035,5526352.5,209512.625,0.2608,1156.3501,12308633.810999999
1156.5,2238.8652,401.6062,48.6119,5574899.5,209512.625,0.257,1156.5,12234932.883
1156.65,2237.7827,399.7333,48.4066,5598187.5,209512.625,0.2577,1156.65,12177874.9845
1156.8,2225.6924,398.714,48.1608,5582163.5,209512.625,0.2652,1156.8,12146822.01
1156.9501,2200.9617,396.5784,46.8543,5549809.5,209512.625,0.2807,1156.9501,12081760.956
1157.1001,2168.7881,399.1663,46.0183,5434027.5,209512.625,0.3008,1157.1001,12160601.329499999
1157.25,2142.0176,409.4137,46.0183,5233701.5,209512.625,0.3175,1157.25,12472788.3705
1157.4,2124.4604,421.7122,46.6565,5038959.5,209512.625,0.3285,1157.4,12847462.173
1157.55,2131.8943,432.4388,48.0198,4930216.5,209512.625,0.3238,1157.55,13174248.042000001
1157.7001,2169.332,441.3336,49.0712,4915319.5,209512.625,0.3004,1157.7001,13445228.124
1157.8501,2205.2822,438.888,49.4956,5026292.0,209512.625,0.2779,1157.8501,13370722.92
1158.0,2249.6697,426.559,49.915,5276035.0,209512.625,0.2502,1158.0,12995119.935
1158.15,2280.7024,413.3675,51.1069,5519132.0,209512.625,0.2308,1158.15,12593240.887500001
1158.3,2260.4172,398.9874,52.3408,5666209.5,209512.625,0.2435,1158.3,12155151.140999999
